Job_Description,JobType
We are seeking a Financial Advisor to join our accounting department. Ideal candidate has 6 years of experience in financial planning and financial reporting. CFA certification preferred.,Banking
First National Bank is expanding. We need a Financial Analyst to assist clients with wealth management needs and conduct risk assessments.,Banking
"Looking for an experienced Risk Manager with knowledge of financial reporting. You will process banking transactions, conduct risk assessments. Strong analytical skills required.",Banking
Financial Branch Manager position available. Experience in mortgage underwriting and insurance products required. Must have 2 years in banking sector.,Banking
Financial Branch Manager position available. Experience in regulatory compliance and loan origination required. Must have 2 years in banking sector.,Banking
Financial Accountant position available. Experience in investment portfolios and investment portfolios required. Must have 5 years in banking sector.,Banking
Pacific Trust Bank is hiring a Insurance Agent. Responsibilities include develop budgets and forecasts and manage client accounts. CPA or CFP certification is a plus.,Banking
"Experienced Underwriter sought for our growing bank. Key skills: loan origination, tax preparation. Responsibilities include assess creditworthiness of loan applicants.",Banking
3 bedroom apartment for rent in Lewisville. $800/month. pet friendly and balcony included. Available 1st of next month.,Rent – Apartment
"Nice 2BR apartment in Lewisville. $1,100. Features: updated kitchen, hardwood floors. 6-month lease, deposit required.",Rent – Apartment
"StudioBD/1BA unit in Richardson complex. $1,100/mo. Amenities: gated community, dishwasher. Renters insurance required.",Rent – Apartment
Loft-style apartment available in Lewisville with gym access and central A/C.,Rent – Apartment
"Furnished Studio-bedroom apartment for rent. Denton area. $1,900/month, utilities included. gym access.",Rent – Apartment
2-bedroom apartment available in Denton. $950/month includes water and trash. balcony. No pets policy.,Rent – Apartment
Modern apartment available in Denton. Features include updated kitchen and gym access. Ideal for tenants seeking a comfortable home.,Rent – Apartment
3-bedroom apartment available in Addison. gym access and pet friendly. Available 30 days notice.,Rent – Apartment
"Nice StudioBR apartment in Irving. $1,100. Features: dishwasher, stainless steel appliances. month-to-month lease, deposit required.",Rent – Apartment
"Studio/1BR for rent in Addison. Great location, $800/mo. gated community, central A/C. Available immediately.",Rent – Apartment
"2-bedroom apartment available in Arlington. $1,400/month includes not included. walk-in closet. No pets policy.",Rent – Apartment
"1-bedroom apartment available in Richardson. $1,900/month includes water only. swimming pool. No pets policy.",Rent – Apartment
Apartment available for occupancy in Uptown Dallas. Includes dishwasher and in-unit washer/dryer. 6-month lease options available.,Rent – Apartment
